measurement_type,datetimems,measurement
ECG,1405317397426,510
ECG,1405317397430,511
ECG,1405317397434,512
ECG,1405317397438,511
ECG,1405317397442,510
ECG,1405317397446,508
ECG,1405317397450,507
ECG,1405317397454,506
ECG,1405317397458,506
ECG,1405317397462,507
ECG,1405317397466,509
ECG,1405317397470,511
ECG,1405317397474,512
ECG,1405317397478,512
ECG,1405317397482,512
ECG,1405317397486,510
ECG,1405317397490,508
ECG,1405317397494,507
ECG,1405317397498,507
ECG,1405317397502,509
ECG,1405317397506,511
ECG,1405317397510,512
ECG,1405317397514,513
ECG,1405317397488,513
ECG,1405317397492,512
ECG,1405317397496,510
ECG,1405317397500,509
ECG,1405317397504,508
ECG,1405317397508,509
ECG,1405317397512,511
ECG,1405317397516,514
ECG,1405317397520,517
ECG,1405317397524,518
ECG,1405317397528,518
ECG,1405317397532,516
ECG,1405317397536,514
ECG,1405317397540,512
ECG,1405317397544,512
ECG,1405317397548,512
ECG,1405317397552,513
ECG,1405317397556,514
ECG,1405317397560,514
ECG,1405317397564,514
ECG,1405317397568,513
ECG,1405317397572,513
ECG,1405317397576,512
ECG,1405317397580,511
ECG,1405317397584,510
ECG,1405317397588,510
ECG,1405317397592,509
ECG,1405317397596,509
ECG,1405317397600,509
ECG,1405317397604,509
ECG,1405317397608,508
ECG,1405317397612,508
ECG,1405317397616,507
ECG,1405317397620,506
ECG,1405317397624,506
ECG,1405317397628,506
ECG,1405317397632,506
ECG,1405317397636,506
ECG,1405317397640,506
ECG,1405317397644,506
ECG,1405317397648,505
ECG,1405317397652,505
ECG,1405317397656,505
ECG,1405317397660,506
ECG,1405317397664,506
ECG,1405317397668,506
ECG,1405317397672,506
ECG,1405317397676,506
ECG,1405317397680,506
ECG,1405317397684,507
ECG,1405317397688,507
ECG,1405317397692,507
ECG,1405317397696,507
ECG,1405317397700,506
ECG,1405317397704,506
ECG,1405317397708,507
ECG,1405317397712,507
ECG,1405317397716,508
ECG,1405317397720,508
ECG,1405317397724,508
ECG,1405317397728,508
ECG,1405317397732,508
ECG,1405317397736,508
ECG,1405317397754,507
ECG,1405317397758,507
ECG,1405317397762,507
ECG,1405317397766,507
ECG,1405317397770,507
ECG,1405317397774,508
ECG,1405317397778,508
ECG,1405317397782,508
ECG,1405317397786,508
ECG,1405317397790,507
ECG,1405317397794,506
ECG,1405317397798,506
ECG,1405317397802,506
ECG,1405317397806,507
ECG,1405317397810,507
ECG,1405317397814,508
ECG,1405317397818,508
ECG,1405317397822,508
ECG,1405317397826,508
ECG,1405317397830,507
ECG,1405317397834,507
ECG,1405317397838,507
ECG,1405317397842,507
ECG,1405317397846,507
ECG,1405317397850,507
ECG,1405317397854,507
ECG,1405317397858,507
ECG,1405317397862,508
ECG,1405317397866,507
ECG,1405317397870,507
ECG,1405317397874,506
ECG,1405317397878,506
ECG,1405317397882,507
ECG,1405317397886,507
ECG,1405317397890,508
ECG,1405317397894,508
ECG,1405317397898,507
ECG,1405317397902,507
ECG,1405317397906,507
ECG,1405317397910,507
ECG,1405317397914,508
ECG,1405317397918,508
ECG,1405317397922,508
ECG,1405317397926,508
ECG,1405317397930,508
ECG,1405317397934,508
ECG,1405317397938,508
ECG,1405317397942,507
ECG,1405317397946,507
ECG,1405317397950,506
ECG,1405317397954,506
ECG,1405317397958,506
ECG,1405317397962,507
ECG,1405317397966,507
ECG,1405317397970,508
ECG,1405317397974,508
ECG,1405317397978,508
ECG,1405317397982,508
ECG,1405317397986,508
ECG,1405317397990,507
ECG,1405317397994,507
ECG,1405317397998,508
ECG,1405317398002,508
ECG,1405317398006,508
ECG,1405317398010,509
ECG,1405317398014,508
ECG,1405317398018,508
ECG,1405317398022,507
ECG,1405317398026,507
ECG,1405317398030,506
ECG,1405317398034,507
ECG,1405317398038,509
ECG,1405317398042,513
ECG,1405317398046,519
ECG,1405317398050,527
ECG,1405317398054,535
ECG,1405317398058,540
ECG,1405317398062,539
ECG,1405317398066,532
ECG,1405317398070,520
ECG,1405317398074,509
ECG,1405317398078,501
ECG,1405317398082,499
ECG,1405317398086,501
ECG,1405317398090,505
ECG,1405317398094,508
ECG,1405317398098,508
ECG,1405317398102,508
ECG,1405317398106,507
ECG,1405317398110,507
ECG,1405317398114,507
ECG,1405317398118,507
ECG,1405317398122,507
ECG,1405317398126,507
ECG,1405317398130,508
ECG,1405317398134,508
ECG,1405317398138,509
ECG,1405317398142,509
ECG,1405317398146,509
ECG,1405317398150,508
ECG,1405317398154,508
ECG,1405317398158,508
ECG,1405317398162,508
ECG,1405317398166,508
ECG,1405317398170,509
ECG,1405317398174,509
ECG,1405317398178,509
ECG,1405317398182,509
ECG,1405317398186,509
ECG,1405317398190,509
ECG,1405317398194,509
ECG,1405317398198,509
ECG,1405317398202,510
ECG,1405317398206,510
ECG,1405317398210,510
ECG,1405317398214,510
ECG,1405317398218,511
ECG,1405317398222,511
ECG,1405317398226,511
ECG,1405317398230,511
ECG,1405317398234,511
ECG,1405317398238,511
ECG,1405317398242,511
ECG,1405317398246,512
ECG,1405317398250,513
ECG,1405317398254,514
ECG,1405317398254,514
ECG,1405317398258,514
ECG,1405317398262,514
ECG,1405317398266,513
ECG,1405317398270,513
ECG,1405317398274,513
ECG,1405317398278,513
ECG,1405317398282,514
ECG,1405317398286,514
ECG,1405317398290,514
ECG,1405317398294,514
ECG,1405317398298,514
ECG,1405317398302,513
ECG,1405317398306,513
ECG,1405317398310,512
